"","M","Z1","Z2","Z3","Z4","Z5","X1","X2","X3","X4","X5","X6","X7"
"217","TITE-gBOIN-ET",90,10,"Utility",9,"Rec",1.39,5.85,3.66,4.52,49.29,26.84,8.45
"218","TITE-gBOIN-ET",90,10,"Utility",9,"Pats",NA,4.6605,5.6217,5.4309,13.9239,5.0424,1.2519
"219","TITE-gBOIN-ET",90,10,"Utility",10,"Rec",0.07,0.93,1.09,2.15,4.14,39.47,52.15
"220","TITE-gBOIN-ET",90,10,"Utility",10,"Pats",NA,3.3429,3.7128,4.3374,5.6667,11.7807,7.1568
"221","TITE-gBOIN-ET",90,10,"Highest Efficacy",1,"Rec",0.36,0.68,1.59,3.37,8.74,21.7,63.56
"222","TITE-gBOIN-ET",90,10,"Highest Efficacy",1,"Pats",NA,3.9048,4.6605,5.3232,5.8779,7.0233,9.1953
"223","TITE-gBOIN-ET",90,10,"Highest Efficacy",2,"Rec",0.39,0.65,1.66,4.18,32.55,53.14,7.43
"224","TITE-gBOIN-ET",90,10,"Highest Efficacy",2,"Pats",NA,3.9849,4.8465,5.7549,8.8725,10.1025,2.4093
"225","TITE-gBOIN-ET",90,10,"Highest Efficacy",3,"Rec",3.09,2.34,8.73,25.32,55.79,4.65,0.08
"226","TITE-gBOIN-ET",90,10,"Highest Efficacy",3,"Pats",NA,4.9419,7.1046,9.1197,11.6682,2.5539,0.3351
"227","TITE-gBOIN-ET",90,10,"Highest Efficacy",4,"Rec",1.37,3.98,13.32,61.21,15.82,3.7,0.6
"228","TITE-gBOIN-ET",90,10,"Highest Efficacy",4,"Pats",NA,5.7453,9.2136,14.0178,5.0487,1.5027,0.3207
"229","TITE-gBOIN-ET",90,10,"Highest Efficacy",5,"Rec",1.5,4.81,26.35,59.03,7.9,0.41,0
"230","TITE-gBOIN-ET",90,10,"Highest Efficacy",5,"Pats",NA,6.8406,11.0784,13.7463,3.5133,0.6063,0.0558
"231","TITE-gBOIN-ET",90,10,"Highest Efficacy",6,"Rec",0.58,19.66,65.67,12.25,1.63,0.19,0.02
"232","TITE-gBOIN-ET",90,10,"Highest Efficacy",6,"Pats",NA,11.4849,17.3724,5.2764,1.3656,0.2994,0.0408
"233","TITE-gBOIN-ET",90,10,"Highest Efficacy",7,"Rec",2.52,86.86,10.07,0.52,0.03,0,0
"234","TITE-gBOIN-ET",90,10,"Highest Efficacy",7,"Pats",NA,28.4043,5.8122,0.9696,0.1182,0.0138,0.0015
"235","TITE-gBOIN-ET",90,10,"Highest Efficacy",8,"Rec",0.01,6.63,74.98,12.27,4.97,0.97,0.17
"236","TITE-gBOIN-ET",90,10,"Highest Efficacy",8,"Pats",NA,5.9067,19.1325,5.3763,3.4314,1.6488,0.501
"237","TITE-gBOIN-ET",90,10,"Highest Efficacy",9,"Rec",1.39,1.76,3.39,6.26,78.61,7.16,1.43
"238","TITE-gBOIN-ET",90,10,"Highest Efficacy",9,"Pats",NA,4.6605,5.6217,5.4309,13.9239,5.0424,1.2519
"239","TITE-gBOIN-ET",90,10,"Highest Efficacy",10,"Rec",0.07,0.34,0.44,1.61,6.01,47.15,44.38
"240","TITE-gBOIN-ET",90,10,"Highest Efficacy",10,"Pats",NA,3.3429,3.7128,4.3374,5.6667,11.7807,7.1568
